age,job,marital,education,balance,housing,loan,contact,day,month,duration
39,blue-collar,married,secondary,983,yes,no,unknown,6,may,97
34,admin.,married,secondary,869,no,no,unknown,6,may,1677
40,blue-collar,married,primary,668,yes,no,unknown,6,may,283
50,management,married,tertiary,964,yes,no,unknown,6,may,323
31,management,single,secondary,301,yes,no,unknown,6,may,82
37,admin.,single,secondary,140,yes,no,unknown,6,may,310
39,management,single,secondary,1877,yes,no,unknown,6,may,185
51,blue-collar,married,primary,1127,yes,no,unknown,6,may,47
41,technician,married,secondary,871,yes,no,unknown,6,may,145
41,technician,married,secondary,767,yes,yes,unknown,6,may,204
43,blue-collar,married,secondary,0,no,no,unknown,6,may,187
30,services,single,secondary,209,yes,no,unknown,6,may,30
54,management,divorced,primary,0,no,no,unknown,6,may,472
43,blue-collar,divorced,secondary,110,yes,yes,unknown,6,may,448
59,management,divorced,tertiary,-76,yes,yes,unknown,6,may,264
47,technician,married,unknown,178,yes,no,unknown,6,may,169
40,blue-collar,married,primary,-66,yes,no,unknown,6,may,288
32,technician,married,secondary,0,yes,no,unknown,6,may,176
29,blue-collar,married,secondary,1,yes,no,unknown,6,may,215
36,blue-collar,married,secondary,0,yes,no,unknown,6,may,337
55,unemployed,married,tertiary,5345,no,no,unknown,6,may,278
30,blue-collar,divorced,secondary,-209,yes,no,unknown,6,may,188
39,admin.,single,secondary,0,yes,no,unknown,6,may,174
39,blue-collar,divorced,secondary,42,yes,no,unknown,6,may,226
50,blue-collar,divorced,secondary,41,yes,no,unknown,6,may,190
44,blue-collar,married,secondary,-99,yes,no,unknown,6,may,111
37,technician,single,secondary,17,yes,no,unknown,6,may,164
46,admin.,married,primary,276,yes,yes,unknown,6,may,157
32,technician,single,unknown,-170,no,no,unknown,6,may,46
37,management,single,tertiary,230,yes,yes,unknown,6,may,374
29,blue-collar,married,secondary,9,yes,no,unknown,6,may,349
41,blue-collar,married,secondary,946,yes,no,unknown,6,may,325
45,blue-collar,married,primary,1297,yes,no,unknown,6,may,233
57,retired,divorced,secondary,-331,yes,no,unknown,6,may,531
48,blue-collar,single,secondary,44,yes,no,unknown,6,may,153
60,retired,married,secondary,15,no,no,unknown,6,may,80
26,admin.,single,secondary,712,yes,no,unknown,6,may,232
58,retired,married,secondary,5435,yes,no,unknown,6,may,118
34,admin.,married,secondary,507,yes,no,unknown,6,may,190
55,unemployed,divorced,secondary,387,yes,no,unknown,6,may,918
41,blue-collar,married,primary,0,yes,yes,unknown,6,may,238
50,management,divorced,secondary,1716,yes,no,unknown,6,may,82
49,entrepreneur,married,secondary,167,yes,yes,unknown,6,may,198
44,admin.,married,unknown,40,no,yes,unknown,6,may,160
44,blue-collar,married,primary,148,yes,no,unknown,6,may,211
31,technician,married,secondary,17,yes,yes,unknown,6,may,120
34,blue-collar,single,tertiary,1011,yes,no,unknown,6,may,136
46,management,single,unknown,1527,yes,no,unknown,6,may,269
42,management,married,tertiary,744,no,no,unknown,6,may,157
52,admin.,married,secondary,484,yes,no,unknown,6,may,128
29,management,single,tertiary,0,yes,no,unknown,6,may,211
53,retired,married,primary,136,yes,no,unknown,6,may,267
43,blue-collar,married,secondary,1335,yes,no,unknown,6,may,371
38,management,married,secondary,517,yes,no,unknown,6,may,288
46,management,married,tertiary,459,yes,no,unknown,6,may,221
48,management,divorced,unknown,549,yes,no,unknown,6,may,427
30,admin.,divorced,secondary,83,yes,yes,unknown,6,may,310
44,blue-collar,married,primary,213,no,no,unknown,6,may,158
31,housemaid,married,primary,203,yes,no,unknown,6,may,604
42,services,single,secondary,518,yes,no,unknown,6,may,198
40,management,single,tertiary,3877,yes,no,unknown,6,may,145
52,admin.,married,secondary,1236,yes,no,unknown,6,may,247
45,blue-collar,divorced,secondary,756,yes,no,unknown,6,may,179
48,blue-collar,married,secondary,157,yes,no,unknown,6,may,73
45,blue-collar,married,primary,-66,yes,no,unknown,6,may,263
34,blue-collar,married,unknown,245,yes,no,unknown,6,may,13
34,blue-collar,married,primary,-144,yes,no,unknown,6,may,79
46,blue-collar,married,secondary,71,yes,no,unknown,6,may,416
49,services,divorced,secondary,505,yes,no,unknown,6,may,162
50,technician,married,primary,249,yes,no,unknown,6,may,129
34,admin.,single,secondary,0,yes,no,unknown,6,may,150
40,unemployed,single,secondary,11,yes,no,unknown,6,may,43
36,admin.,married,secondary,639,yes,no,unknown,6,may,191
59,blue-collar,divorced,unknown,124,yes,no,unknown,6,may,26
45,blue-collar,married,secondary,82,yes,no,unknown,6,may,250
36,self-employed,married,tertiary,107,yes,no,unknown,6,may,146
56,services,married,secondary,473,yes,no,unknown,6,may,416
42,services,divorced,secondary,372,yes,yes,unknown,6,may,121
30,admin.,married,secondary,46,yes,no,unknown,6,may,114
30,student,single,tertiary,34,yes,no,unknown,6,may,289
47,self-employed,married,unknown,935,yes,no,unknown,6,may,225
33,blue-collar,married,secondary,-10,yes,no,unknown,6,may,123
36,admin.,married,secondary,-106,yes,no,unknown,6,may,130
39,services,divorced,primary,471,yes,no,unknown,6,may,161
56,admin.,divorced,secondary,778,yes,no,unknown,6,may,149
39,blue-collar,divorced,unknown,170,yes,no,unknown,6,may,268
42,technician,married,secondary,315,yes,no,unknown,6,may,259
52,blue-collar,married,secondary,3165,no,no,unknown,6,may,26
36,admin.,divorced,secondary,131,yes,no,unknown,6,may,153
35,entrepreneur,married,secondary,204,yes,no,unknown,6,may,424
47,technician,married,secondary,83,yes,no,unknown,6,may,179
59,services,divorced,secondary,0,yes,yes,unknown,6,may,97
57,blue-collar,married,primary,5431,yes,yes,unknown,6,may,383
38,management,married,unknown,1759,yes,no,unknown,6,may,440
46,unemployed,married,secondary,-125,yes,no,unknown,6,may,23
34,blue-collar,married,secondary,0,no,no,unknown,6,may,195
28,services,single,secondary,5090,yes,no,unknown,6,may,1297
38,technician,married,unknown,573,yes,no,unknown,6,may,87
56,blue-collar,married,secondary,1602,yes,no,unknown,6,may,427
41,blue-collar,single,primary,-137,yes,yes,unknown,6,may,189
52,technician,married,unknown,0,no,no,unknown,6,may,195
54,services,married,secondary,193,no,no,unknown,6,may,179
61,retired,married,secondary,195,yes,yes,unknown,6,may,179
53,entrepreneur,married,secondary,288,no,no,unknown,6,may,69
47,technician,married,secondary,19,yes,no,unknown,6,may,105
53,blue-collar,married,primary,25,yes,no,unknown,6,may,266
46,services,married,secondary,216,yes,no,unknown,6,may,524
39,blue-collar,divorced,primary,190,yes,yes,unknown,6,may,96
56,technician,divorced,secondary,99,yes,no,unknown,6,may,155
55,services,divorced,primary,2298,yes,no,unknown,6,may,162
44,management,married,tertiary,17,yes,no,unknown,6,may,352
37,technician,married,primary,0,yes,no,unknown,6,may,76
35,blue-collar,married,primary,0,yes,no,unknown,6,may,154
55,blue-collar,married,secondary,840,yes,no,unknown,6,may,310
37,services,married,secondary,358,yes,no,unknown,6,may,390
30,technician,single,secondary,0,yes,no,unknown,6,may,369
37,blue-collar,married,primary,-325,yes,yes,unknown,6,may,112
36,technician,single,secondary,-15,yes,no,unknown,6,may,341
38,technician,married,secondary,581,yes,no,unknown,6,may,79
41,admin.,divorced,primary,4070,yes,no,unknown,6,may,140
48,retired,married,secondary,74,no,yes,unknown,6,may,315
55,services,divorced,secondary,141,yes,no,unknown,6,may,262
28,services,divorced,secondary,89,no,no,unknown,6,may,174
54,services,married,secondary,0,yes,no,unknown,6,may,138
30,blue-collar,married,secondary,450,no,no,unknown,6,may,526
48,technician,married,tertiary,310,no,no,unknown,6,may,135
31,self-employed,married,secondary,0,yes,no,unknown,6,may,36
38,blue-collar,married,secondary,384,yes,no,unknown,6,may,1906
37,blue-collar,married,secondary,395,yes,no,unknown,6,may,219
37,services,single,unknown,-118,yes,no,unknown,6,may,147
56,blue-collar,married,primary,5,yes,yes,unknown,6,may,407
51,blue-collar,married,secondary,50,yes,yes,unknown,6,may,121
39,blue-collar,married,secondary,285,yes,yes,unknown,6,may,209
49,technician,married,unknown,15,no,no,unknown,6,may,92
51,blue-collar,married,primary,653,yes,yes,unknown,6,may,208
43,self-employed,married,secondary,918,yes,no,unknown,6,may,193
32,services,married,secondary,243,yes,yes,unknown,6,may,144
29,technician,single,tertiary,405,yes,no,unknown,6,may,65
48,management,divorced,tertiary,1328,yes,no,unknown,6,may,339
55,services,married,primary,255,yes,no,unknown,6,may,285
53,blue-collar,married,secondary,3397,yes,no,unknown,6,may,231
47,technician,married,unknown,2106,yes,no,unknown,6,may,168
39,management,married,tertiary,2877,yes,no,unknown,6,may,278
31,blue-collar,single,tertiary,60,yes,yes,unknown,6,may,389
39,blue-collar,married,primary,2226,yes,no,unknown,6,may,158
40,blue-collar,married,primary,2880,yes,no,unknown,6,may,145
40,technician,single,unknown,-5,yes,no,unknown,6,may,78
48,technician,married,secondary,147,no,no,unknown,6,may,142
33,technician,divorced,secondary,7,yes,yes,unknown,6,may,87
40,technician,married,secondary,109,yes,no,unknown,6,may,147
59,retired,married,primary,-119,yes,no,unknown,6,may,289
30,technician,married,secondary,484,yes,no,unknown,6,may,703
31,management,single,tertiary,1852,yes,no,unknown,6,may,170
35,unemployed,married,secondary,533,yes,no,unknown,6,may,802
54,technician,divorced,secondary,21,yes,no,unknown,6,may,381
34,admin.,single,unknown,2434,yes,no,unknown,6,may,218
32,technician,married,secondary,90,yes,yes,unknown,6,may,57
56,admin.,divorced,unknown,4246,yes,no,unknown,6,may,304
32,admin.,single,tertiary,395,yes,no,unknown,6,may,241
42,blue-collar,married,primary,15,yes,no,unknown,6,may,230
33,services,married,tertiary,85,no,no,unknown,6,may,262
52,entrepreneur,married,tertiary,-184,yes,yes,unknown,6,may,392
52,services,married,secondary,660,no,no,unknown,6,may,201
52,blue-collar,divorced,primary,-183,yes,no,unknown,6,may,145
30,unemployed,divorced,secondary,1144,yes,no,unknown,6,may,252
44,services,divorced,secondary,1,yes,no,unknown,6,may,235
35,admin.,married,secondary,69,yes,yes,unknown,6,may,235
55,management,single,secondary,220,yes,no,unknown,6,may,328
33,blue-collar,married,primary,332,yes,no,unknown,6,may,116
37,blue-collar,single,secondary,240,yes,no,unknown,6,may,246
42,technician,single,secondary,0,yes,no,unknown,6,may,293
43,unemployed,married,secondary,0,yes,no,unknown,6,may,37
38,entrepreneur,married,tertiary,898,yes,no,unknown,6,may,132
37,technician,married,secondary,123,yes,yes,unknown,6,may,530
31,student,single,secondary,252,yes,no,unknown,6,may,175
41,management,married,tertiary,65,yes,no,unknown,6,may,524
41,technician,married,secondary,-366,yes,yes,unknown,6,may,29
29,student,single,secondary,209,yes,no,unknown,6,may,311
38,admin.,single,secondary,221,yes,no,unknown,6,may,211
44,self-employed,divorced,tertiary,4,yes,no,unknown,6,may,312
39,admin.,married,secondary,104,yes,no,unknown,6,may,412
28,technician,single,secondary,312,yes,no,unknown,6,may,392
33,blue-collar,married,secondary,-349,yes,no,unknown,6,may,191
41,services,married,unknown,4,no,no,unknown,6,may,284
40,blue-collar,married,primary,-322,yes,yes,unknown,6,may,144
29,admin.,married,secondary,-150,yes,no,unknown,6,may,328
38,management,married,unknown,1349,yes,no,unknown,6,may,100
32,admin.,married,tertiary,281,yes,no,unknown,6,may,226
45,services,married,secondary,1259,yes,no,unknown,6,may,507
33,admin.,single,secondary,101,yes,no,unknown,6,may,392
34,blue-collar,married,secondary,848,yes,no,unknown,6,may,684
41,entrepreneur,married,unknown,89,yes,no,unknown,6,may,333
41,blue-collar,married,secondary,140,yes,no,unknown,6,may,311
35,admin.,single,secondary,148,yes,no,unknown,6,may,128
40,technician,single,secondary,200,yes,no,unknown,6,may,322
60,self-employed,married,primary,46,yes,no,unknown,6,may,202
47,services,divorced,secondary,201,yes,no,unknown,6,may,92
46,blue-collar,married,primary,530,yes,no,unknown,6,may,739
31,blue-collar,single,secondary,0,yes,no,unknown,6,may,273
49,self-employed,married,secondary,1,yes,no,unknown,6,may,260
29,blue-collar,married,secondary,43,yes,no,unknown,6,may,268
31,management,single,tertiary,-173,yes,no,unknown,6,may,396
38,management,married,tertiary,389,yes,no,unknown,6,may,262
37,blue-collar,married,primary,215,yes,yes,unknown,6,may,308
35,technician,married,secondary,-131,yes,no,unknown,6,may,467
31,management,single,secondary,783,yes,no,unknown,6,may,320
41,admin.,married,secondary,0,yes,no,unknown,6,may,160
46,services,married,unknown,80,yes,no,unknown,6,may,245
40,services,divorced,secondary,105,yes,no,unknown,6,may,189
29,admin.,married,secondary,182,yes,yes,unknown,6,may,477
49,admin.,married,secondary,82,yes,no,unknown,6,may,310
42,management,married,tertiary,0,yes,no,unknown,6,may,65
54,services,married,secondary,510,yes,no,unknown,6,may,196
40,management,single,tertiary,242,yes,no,unknown,6,may,221
53,admin.,married,secondary,244,yes,yes,unknown,6,may,197
49,management,married,tertiary,92,yes,no,unknown,6,may,221
40,blue-collar,married,primary,0,yes,no,unknown,6,may,64
29,student,single,secondary,948,yes,no,unknown,6,may,75
36,blue-collar,married,primary,23,yes,no,unknown,6,may,400
37,technician,married,secondary,710,yes,no,unknown,6,may,378
39,services,married,secondary,1205,yes,no,unknown,6,may,118
36,technician,married,secondary,368,yes,yes,unknown,6,may,1597
44,entrepreneur,married,tertiary,1631,yes,no,unknown,6,may,346
40,admin.,married,secondary,6,yes,no,unknown,6,may,60
49,blue-collar,married,secondary,26,yes,no,unknown,6,may,276
30,technician,single,unknown,-48,yes,no,unknown,6,may,152
57,management,married,tertiary,2142,yes,no,unknown,6,may,251
24,services,single,secondary,77,yes,yes,unknown,6,may,390
46,blue-collar,married,unknown,401,yes,no,unknown,6,may,306
33,admin.,married,secondary,21,no,no,unknown,6,may,189
43,services,divorced,secondary,0,yes,no,unknown,6,may,125
43,admin.,single,secondary,-497,yes,no,unknown,6,may,234
40,blue-collar,divorced,primary,369,no,no,unknown,6,may,79
44,technician,single,unknown,78,yes,no,unknown,6,may,13
35,technician,single,tertiary,226,yes,yes,unknown,6,may,283
47,technician,married,secondary,503,yes,no,unknown,6,may,109
33,blue-collar,married,secondary,372,yes,no,unknown,6,may,132
31,admin.,married,secondary,0,yes,yes,unknown,6,may,144
40,blue-collar,divorced,secondary,0,yes,no,unknown,6,may,121
36,entrepreneur,married,tertiary,125,yes,no,unknown,6,may,95
56,retired,divorced,primary,4,yes,no,unknown,6,may,31
40,admin.,single,unknown,419,yes,no,unknown,6,may,112
41,admin.,divorced,secondary,322,yes,no,unknown,6,may,87
53,retired,married,secondary,303,yes,no,unknown,6,may,593
39,blue-collar,married,secondary,607,yes,no,unknown,6,may,99
44,blue-collar,divorced,secondary,579,yes,no,unknown,6,may,198
38,admin.,married,secondary,3047,yes,no,unknown,6,may,285
54,technician,divorced,secondary,83,yes,no,unknown,6,may,190
58,management,married,tertiary,68,yes,no,unknown,6,may,172
52,blue-collar,married,primary,58,yes,no,unknown,6,may,213
28,admin.,single,secondary,251,yes,no,unknown,6,may,178
36,blue-collar,married,secondary,688,yes,no,unknown,6,may,174
60,retired,married,primary,364,yes,no,unknown,6,may,631
42,services,divorced,secondary,55,yes,no,unknown,6,may,176
42,admin.,married,secondary,101,yes,no,unknown,6,may,32
44,management,married,tertiary,105,yes,no,unknown,6,may,1529
51,blue-collar,divorced,primary,325,yes,no,unknown,6,may,254
49,blue-collar,married,primary,198,yes,no,unknown,6,may,200
47,entrepreneur,married,unknown,209,yes,no,unknown,6,may,135
37,blue-collar,married,secondary,183,yes,no,unknown,6,may,112
34,management,married,tertiary,105,yes,no,unknown,6,may,314
35,services,married,secondary,109,yes,no,unknown,6,may,597
35,blue-collar,single,secondary,376,yes,yes,unknown,6,may,207
40,blue-collar,married,primary,-7,yes,no,unknown,6,may,410
55,technician,married,secondary,0,no,no,unknown,6,may,160
55,retired,married,secondary,143,yes,no,unknown,6,may,42
35,management,single,tertiary,550,yes,no,unknown,6,may,55
57,blue-collar,married,primary,162,yes,no,unknown,6,may,155
53,management,married,tertiary,115,yes,no,unknown,6,may,336
41,blue-collar,married,primary,512,yes,no,unknown,6,may,233
57,blue-collar,married,unknown,807,yes,no,unknown,6,may,211
45,blue-collar,married,unknown,248,yes,no,unknown,6,may,88
43,blue-collar,married,primary,1211,yes,no,unknown,6,may,208
